Tm,W-L%,Year,Latitude,Longitude,City,States,Champion,League
Los Angeles Galaxy,0.406,2005,34.0549,-118.2426,Los Angeles,California,1,MLS
Real Salt Lake,0.156,2005,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Chivas USA,0.125,2005,34.0549,-118.2426,Los Angeles,California,0,MLS
D.C. United,0.469,2006,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New England Revolution,0.375,2006,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Chicago Fire,0.406,2006,41.8781,-87.6298,Chicago,Illinois,0,MLS
New York Red Bulls,0.281,2006,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Kansas City Wizards,0.312,2006,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Columbus Crew,0.25,2006,39.9612,-82.9988,Columbus,Ohio,0,MLS
FC Dallas,0.5,2006,32.7767,-96.797,Dallas,Texas,0,MLS
Houston Dynamo,0.344,2006,29.7604,-95.3698,Houston,Texas,1,MLS
Chivas USA,0.312,2006,34.0549,-118.2426,Los Angeles,California,0,MLS
Colorado Rapids,0.344,2006,39.7392,-104.9903,Denver,Colorado,0,MLS
Los Angeles Galaxy,0.344,2006,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.312,2006,40.7608,-111.891,Salt Lake City,Utah,0,MLS
D.C. United,0.533,2007,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New England Revolution,0.467,2007,42.3601,-71.0589,Boston,Massachusetts,0,MLS
New York Red Bulls,0.4,2007,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Chicago Fire,0.333,2007,41.8781,-87.6298,Chicago,Illinois,0,MLS
Kansas City Wizards,0.367,2007,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Columbus Crew,0.3,2007,39.9612,-82.9988,Columbus,Ohio,0,MLS
Toronto FC[a,0.2,2007,43.6532,-79.3832,Toronto,Canada,0,MLS
Chivas USA,0.5,2007,34.0549,-118.2426,Los Angeles,California,0,MLS
Houston Dynamo,0.5,2007,29.7604,-95.3698,Houston,Texas,1,MLS
FC Dallas,0.433,2007,32.7767,-96.797,Dallas,Texas,0,MLS
Colorado Rapids,0.3,2007,39.7392,-104.9903,Denver,Colorado,0,MLS
Los Angeles Galaxy,0.3,2007,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.2,2007,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Columbus Crew,0.567,2008,39.9612,-82.9988,Columbus,Ohio,1,MLS
Chicago Fire,0.433,2008,41.8781,-87.6298,Chicago,Illinois,0,MLS
New England Revolution,0.4,2008,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Kansas City Wizards,0.367,2008,39.0997,-94.5786,Kansas City,Kansas,0,MLS
New York Red Bulls,0.333,2008,40.7465,-74.1563,Harrison,New Jersey,0,MLS
D.C. United,0.367,2008,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Toronto,0.3,2008,43.6532,-79.3832,Toronto,Canada,0,MLS
Houston Dynamo,0.433,2008,29.7604,-95.3698,Houston,Texas,0,MLS
Chivas USA,0.4,2008,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.333,2008,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Colorado Rapids,0.367,2008,39.7392,-104.9903,Denver,Colorado,0,MLS
FC Dallas,0.267,2008,32.7767,-96.797,Dallas,Texas,0,MLS
LA Galaxy,0.267,2008,34.0549,-118.2426,Los Angeles,California,0,MLS
San Jose Earthquakes,0.267,2008,37.3387,-121.8853,San Jose,California,0,MLS
Columbus Crew,0.433,2009,39.9612,-82.9988,Columbus,Ohio,0,MLS
Chicago Fire,0.367,2009,41.8781,-87.6298,Chicago,Illinois,0,MLS
New England Revolution,0.367,2009,42.3601,-71.0589,Boston,Massachusetts,0,MLS
D.C. United,0.3,2009,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Toronto,0.333,2009,43.6532,-79.3832,Toronto,Canada,0,MLS
Kansas City Wizards,0.267,2009,39.0997,-94.5786,Kansas City,Kansas,0,MLS
New York Red Bulls,0.167,2009,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Los Angeles Galaxy,0.4,2009,34.0549,-118.2426,Los Angeles,California,0,MLS
Houston Dynamo,0.433,2009,29.7604,-95.3698,Houston,Texas,0,MLS
Seattle Sounders,0.4,2009,47.6062,-122.3321,Seattle,Washington,0,MLS
Chivas USA,0.433,2009,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.367,2009,40.7608,-111.891,Salt Lake City,Utah,1,MLS
Colorado Rapids,0.333,2009,39.7392,-104.9903,Denver,Colorado,0,MLS
FC Dallas,0.367,2009,32.7767,-96.797,Dallas,Texas,0,MLS
San Jose Earthquakes,0.233,2009,37.3387,-121.8853,San Jose,California,0,MLS
New York Red Bulls,0.5,2010,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Columbus Crew,0.467,2010,39.9612,-82.9988,Columbus,Ohio,0,MLS
Kansas City Wizards,0.367,2010,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Chicago Fire,0.3,2010,41.8781,-87.6298,Chicago,Illinois,0,MLS
Toronto,0.3,2010,43.6532,-79.3832,Toronto,Canada,0,MLS
New England Revolution,0.3,2010,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Philadelphia Union,0.267,2010,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
D.C. United,0.2,2010,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Los Angeles Galaxy,0.6,2010,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.5,2010,40.7608,-111.891,Salt Lake City,Utah,0,MLS
FC Dallas,0.4,2010,32.7767,-96.797,Dallas,Texas,0,MLS
Seattle Sounders,0.467,2010,47.6062,-122.3321,Seattle,Washington,0,MLS
Colorado Rapids,0.4,2010,39.7392,-104.9903,Denver,Colorado,1,MLS
San Jose Earthquakes,0.433,2010,37.3387,-121.8853,San Jose,California,0,MLS
Houston Dynamo,0.3,2010,29.7604,-95.3698,Houston,Texas,0,MLS
Chivas USA,0.267,2010,34.0549,-118.2426,Los Angeles,California,0,MLS
LA Galaxy,0.559,2011,34.0549,-118.2426,Los Angeles,California,1,MLS
Seattle Sounders,0.529,2011,47.6062,-122.3321,Seattle,Washington,0,MLS
Real Salt Lake,0.441,2011,40.7608,-111.891,Salt Lake City,Utah,0,MLS
FC Dallas,0.441,2011,32.7767,-96.797,Dallas,Texas,0,MLS
Sporting Kansas City,0.382,2011,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Houston Dynamo,0.353,2011,29.7604,-95.3698,Houston,Texas,0,MLS
Colorado Rapids,0.353,2011,39.7392,-104.9903,Denver,Colorado,0,MLS
Philadelphia Union,0.324,2011,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Columbus Crew,0.382,2011,39.9612,-82.9988,Columbus,Ohio,0,MLS
New York Red Bulls,0.294,2011,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Chicago Fire,0.265,2011,41.8781,-87.6298,Chicago,Illinois,0,MLS
Portland Timbers,0.324,2011,45.5152,-122.6784,Portland,Oregon,0,MLS
D.C. United,0.265,2011,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
San Jose Earthquakes,0.235,2011,37.3387,-121.8853,San Jose,California,0,MLS
Chivas USA,0.235,2011,34.0549,-118.2426,Los Angeles,California,0,MLS
Toronto,0.176,2011,43.6532,-79.3832,Toronto,Canada,0,MLS
New England Revolution,0.147,2011,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Vancouver Whitecaps,0.176,2011,49.2827,-123.1207,Vancouver,Canada,0,MLS
Sporting Kansas City,0.529,2012,39.0997,-94.5786,Kansas City,Kansas,0,MLS
D.C. United,0.5,2012,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New York Red Bulls,0.471,2012,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Chicago Fire,0.5,2012,41.8781,-87.6298,Chicago,Illinois,0,MLS
Houston Dynamo,0.412,2012,29.7604,-95.3698,Houston,Texas,0,MLS
Columbus Crew,0.441,2012,39.9612,-82.9988,Columbus,Ohio,0,MLS
Montreal Impact,0.353,2012,45.5019,-73.5674,Montreal,Canada,0,MLS
Philadelphia Union,0.294,2012,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
New England Revolution,0.265,2012,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Toronto,0.147,2012,43.6532,-79.3832,Toronto,Canada,0,MLS
San Jose Earthquakes,0.559,2012,37.3387,-121.8853,San Jose,California,0,MLS
Real Salt Lake,0.5,2012,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Seattle Sounders,0.441,2012,47.6062,-122.3321,Seattle,Washington,0,MLS
LA Galaxy,0.471,2012,34.0549,-118.2426,Los Angeles,California,1,MLS
Vancouver Whitecaps,0.324,2012,49.2827,-123.1207,Vancouver,Canada,0,MLS
FC Dallas,0.265,2012,32.7767,-96.797,Dallas,Texas,0,MLS
Colorado Rapids,0.324,2012,39.7392,-104.9903,Denver,Colorado,0,MLS
Portland Timbers,0.235,2012,45.5152,-122.6784,Portland,Oregon,0,MLS
Chivas USA,0.206,2012,34.0549,-118.2426,Los Angeles,California,0,MLS
New York Red Bulls,0.5,2013,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Sporting Kansas City,0.5,2013,39.0997,-94.5786,Kansas City,Kansas,1,MLS
New England Revolution,0.412,2013,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Houston Dynamo,0.412,2013,29.7604,-95.3698,Houston,Texas,0,MLS
Montreal Impact,0.412,2013,45.5019,-73.5674,Montreal,Canada,0,MLS
Chicago Fire,0.412,2013,41.8781,-87.6298,Chicago,Illinois,0,MLS
Philadelphia Union,0.353,2013,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Columbus Crew,0.353,2013,39.9612,-82.9988,Columbus,Ohio,0,MLS
Toronto,0.176,2013,43.6532,-79.3832,Toronto,Canada,0,MLS
D.C. United,0.088,2013,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Portland Timbers,0.412,2013,45.5152,-122.6784,Portland,Oregon,0,MLS
Real Salt Lake,0.471,2013,40.7608,-111.891,Salt Lake City,Utah,0,MLS
LA Galaxy,0.441,2013,34.0549,-118.2426,Los Angeles,California,0,MLS
Seattle Sounders,0.441,2013,47.6062,-122.3321,Seattle,Washington,0,MLS
Colorado Rapids,0.412,2013,39.7392,-104.9903,Denver,Colorado,0,MLS
San Jose Earthquakes,0.412,2013,37.3387,-121.8853,San Jose,California,0,MLS
Vancouver Whitecaps,0.382,2013,49.2827,-123.1207,Vancouver,Canada,0,MLS
FC Dallas,0.324,2013,32.7767,-96.797,Dallas,Texas,0,MLS
Chivas USA,0.176,2013,34.0549,-118.2426,Los Angeles,California,0,MLS
D.C. United,0.5,2014,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New England Revolution,0.5,2014,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Columbus Crew,0.412,2014,39.9612,-82.9988,Columbus,Ohio,0,MLS
New York Red Bulls,0.382,2014,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Sporting Kansas City,0.412,2014,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Philadelphia Union,0.294,2014,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Toronto,0.324,2014,43.6532,-79.3832,Toronto,Canada,0,MLS
Houston Dynamo,0.324,2014,29.7604,-95.3698,Houston,Texas,0,MLS
Chicago Fire,0.176,2014,41.8781,-87.6298,Chicago,Illinois,0,MLS
Montreal Impact,0.176,2014,45.5019,-73.5674,Montreal,Canada,0,MLS
Seattle Sounders,0.588,2014,47.6062,-122.3321,Seattle,Washington,0,MLS
LA Galaxy,0.5,2014,34.0549,-118.2426,Los Angeles,California,1,MLS
Real Salt Lake,0.441,2014,40.7608,-111.891,Salt Lake City,Utah,0,MLS
FC Dallas,0.471,2014,32.7767,-96.797,Dallas,Texas,0,MLS
Vancouver Whitecaps,0.353,2014,49.2827,-123.1207,Vancouver,Canada,0,MLS
Portland Timbers,0.353,2014,45.5152,-122.6784,Portland,Oregon,0,MLS
Chivas USA,0.265,2014,34.0549,-118.2426,Los Angeles,California,0,MLS
Colorado Rapids,0.235,2014,39.7392,-104.9903,Denver,Colorado,0,MLS
San Jose Earthquakes,0.176,2014,37.3387,-121.8853,San Jose,California,0,MLS
New York Red Bulls,0.529,2015,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Columbus Crew,0.441,2015,39.9612,-82.9988,Columbus,Ohio,0,MLS
Montreal Impact,0.441,2015,45.5019,-73.5674,Montreal,Canada,0,MLS
D.C. United,0.441,2015,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New England Revolution,0.412,2015,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Toronto,0.441,2015,43.6532,-79.3832,Toronto,Canada,0,MLS
Orlando City,0.353,2015,28.5384,-81.3789,Orlando,Florida,0,MLS
New York City,0.294,2015,40.7128,-74.006,New York City,New York,0,MLS
Philadelphia Union,0.294,2015,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Chicago Fire,0.235,2015,41.8781,-87.6298,Chicago,Illinois,0,MLS
FC Dallas,0.529,2015,32.7767,-96.797,Dallas,Texas,0,MLS
Vancouver Whitecaps,0.471,2015,49.2827,-123.1207,Vancouver,Canada,0,MLS
Portland Timbers,0.441,2015,45.5152,-122.6784,Portland,Oregon,1,MLS
Seattle Sounders,0.441,2015,47.6062,-122.3321,Seattle,Washington,0,MLS
LA Galaxy,0.412,2015,34.0549,-118.2426,Los Angeles,California,0,MLS
Sporting Kansas City,0.412,2015,39.0997,-94.5786,Kansas City,Kansas,0,MLS
San Jose Earthquakes,0.382,2015,37.3387,-121.8853,San Jose,California,0,MLS
Houston Dynamo,0.324,2015,29.7604,-95.3698,Houston,Texas,0,MLS
Real Salt Lake,0.324,2015,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Colorado Rapids,0.265,2015,39.7392,-104.9903,Denver,Colorado,0,MLS
New York Red Bulls,0.471,2016,40.7465,-74.1563,Harrison,New Jersey,0,MLS
New York City,0.441,2016,40.7128,-74.006,New York City,New York,0,MLS
Toronto,0.412,2016,43.6532,-79.3832,Toronto,Canada,0,MLS
D.C. United,0.324,2016,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Montreal Impact,0.324,2016,45.5019,-73.5674,Montreal,Canada,0,MLS
Philadelphia Union,0.324,2016,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
New England Revolution,0.324,2016,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Orlando City,0.265,2016,28.5384,-81.3789,Orlando,Florida,0,MLS
Columbus Crew,0.235,2016,39.9612,-82.9988,Columbus,Ohio,0,MLS
Chicago Fire,0.206,2016,41.8781,-87.6298,Chicago,Illinois,0,MLS
FC Dallas,0.5,2016,32.7767,-96.797,Dallas,Texas,0,MLS
Colorado Rapids,0.441,2016,39.7392,-104.9903,Denver,Colorado,0,MLS
LA Galaxy,0.353,2016,34.0549,-118.2426,Los Angeles,California,0,MLS
Seattle Sounders,0.412,2016,47.6062,-122.3321,Seattle,Washington,1,MLS
Sporting Kansas City,0.382,2016,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Real Salt Lake,0.353,2016,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Portland Timbers,0.353,2016,45.5152,-122.6784,Portland,Oregon,0,MLS
Vancouver Whitecaps,0.294,2016,49.2827,-123.1207,Vancouver,Canada,0,MLS
San Jose Earthquakes,0.235,2016,37.3387,-121.8853,San Jose,California,0,MLS
Houston Dynamo,0.206,2016,29.7604,-95.3698,Houston,Texas,0,MLS
Toronto,0.588,2017,43.6532,-79.3832,Toronto,Canada,1,MLS
New York City,0.471,2017,40.7128,-74.006,New York City,New York,0,MLS
Chicago Fire,0.471,2017,41.8781,-87.6298,Chicago,Illinois,0,MLS
Atlanta United,0.441,2017,33.7488,-84.3877,Atlanta,Georgia,0,MLS
Columbus Crew,0.471,2017,39.9612,-82.9988,Columbus,Ohio,0,MLS
New York Red Bulls,0.412,2017,40.7465,-74.1563,Harrison,New Jersey,0,MLS
New England Revolution,0.382,2017,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Philadelphia Union,0.324,2017,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Montreal Impact,0.324,2017,45.5019,-73.5674,Montreal,Canada,0,MLS
Orlando City,0.294,2017,28.5384,-81.3789,Orlando,Florida,0,MLS
D.C. United,0.265,2017,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Portland Timbers,0.441,2017,45.5152,-122.6784,Portland,Oregon,0,MLS
Seattle Sounders,0.412,2017,47.6062,-122.3321,Seattle,Washington,0,MLS
Vancouver Whitecaps,0.441,2017,49.2827,-123.1207,Vancouver,Canada,0,MLS
Houston Dynamo,0.382,2017,29.7604,-95.3698,Houston,Texas,0,MLS
Sporting Kansas City,0.353,2017,39.0997,-94.5786,Kansas City,Kansas,0,MLS
San Jose Earthquakes,0.382,2017,37.3387,-121.8853,San Jose,California,0,MLS
FC Dallas,0.324,2017,32.7767,-96.797,Dallas,Texas,0,MLS
Real Salt Lake,0.382,2017,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Minnesota United,0.294,2017,44.9537,-93.09,St. Paul,Minnesota,0,MLS
Colorado Rapids,0.265,2017,39.7392,-104.9903,Denver,Colorado,0,MLS
LA Galaxy,0.235,2017,34.0549,-118.2426,Los Angeles,California,0,MLS
New York Red Bulls,0.647,2018,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Atlanta United,0.618,2018,33.7488,-84.3877,Atlanta,Georgia,1,MLS
New York City,0.471,2018,40.7128,-74.006,New York City,New York,0,MLS
D.C. United,0.412,2018,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Columbus Crew,0.412,2018,39.9612,-82.9988,Columbus,Ohio,0,MLS
Philadelphia Union,0.441,2018,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Montreal Impact,0.412,2018,45.5019,-73.5674,Montreal,Canada,0,MLS
New England Revolution,0.294,2018,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Toronto,0.294,2018,43.6532,-79.3832,Toronto,Canada,0,MLS
Chicago Fire,0.235,2018,41.8781,-87.6298,Chicago,Illinois,0,MLS
Orlando City,0.235,2018,28.5384,-81.3789,Orlando,Florida,0,MLS
Sporting Kansas City,0.529,2018,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Seattle Sounders,0.529,2018,47.6062,-122.3321,Seattle,Washington,0,MLS
Los Angeles,0.471,2018,34.0549,-118.2426,Los Angeles,California,0,MLS
FC Dallas,0.471,2018,32.7767,-96.797,Dallas,Texas,0,MLS
Portland Timbers,0.441,2018,45.5152,-122.6784,Portland,Oregon,0,MLS
Real Salt Lake,0.412,2018,40.7608,-111.891,Salt Lake City,Utah,0,MLS
LA Galaxy,0.382,2018,34.0549,-118.2426,Los Angeles,California,0,MLS
Vancouver Whitecaps,0.382,2018,49.2827,-123.1207,Vancouver,Canada,0,MLS
Houston Dynamo,0.294,2018,29.7604,-95.3698,Houston,Texas,0,MLS
Minnesota United,0.324,2018,44.9537,-93.09,St. Paul,Minnesota,0,MLS
Colorado Rapids,0.235,2018,39.7392,-104.9903,Denver,Colorado,0,MLS
San Jose Earthquakes,0.118,2018,37.3387,-121.8853,San Jose,California,0,MLS
New York City,0.529,2019,40.7128,-74.006,New York City,New York,0,MLS
Atlanta United,0.529,2019,33.7488,-84.3877,Atlanta,Georgia,0,MLS
Philadelphia Union,0.471,2019,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Toronto,0.382,2019,43.6532,-79.3832,Toronto,Canada,0,MLS
D.C. United,0.382,2019,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
New York Red Bulls,0.412,2019,40.7465,-74.1563,Harrison,New Jersey,0,MLS
New England Revolution,0.324,2019,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Chicago Fire,0.294,2019,41.8781,-87.6298,Chicago,Illinois,0,MLS
Montreal Impact,0.353,2019,45.5019,-73.5674,Montreal,Canada,0,MLS
Columbus Crew,0.294,2019,39.9612,-82.9988,Columbus,Ohio,0,MLS
Orlando City,0.265,2019,28.5384,-81.3789,Orlando,Florida,0,MLS
FC Cincinnati,0.176,2019,39.1031,-84.512,Cincinnati,Ohio,0,MLS
Los Angeles,0.618,2019,34.0549,-118.2426,Los Angeles,California,0,MLS
Seattle Sounders,0.471,2019,47.6062,-122.3321,Seattle,Washington,1,MLS
Real Salt Lake,0.471,2019,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Minnesota United,0.441,2019,44.9537,-93.09,St. Paul,Minnesota,0,MLS
LA Galaxy,0.471,2019,34.0549,-118.2426,Los Angeles,California,0,MLS
Portland Timbers,0.412,2019,45.5152,-122.6784,Portland,Oregon,0,MLS
FC Dallas,0.382,2019,32.7767,-96.797,Dallas,Texas,0,MLS
San Jose Earthquakes,0.382,2019,37.3387,-121.8853,San Jose,California,0,MLS
Colorado Rapids,0.353,2019,39.7392,-104.9903,Denver,Colorado,0,MLS
Houston Dynamo,0.353,2019,29.7604,-95.3698,Houston,Texas,0,MLS
Sporting Kansas City,0.294,2019,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Vancouver Whitecaps,0.235,2019,49.2827,-123.1207,Vancouver,Canada,0,MLS
Philadelphia Union,0.609,2020,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Toronto,0.565,2020,43.6532,-79.3832,Toronto,Canada,0,MLS
Columbus Crew,0.522,2020,39.9612,-82.9988,Columbus,Ohio,1,MLS
Orlando City,0.478,2020,28.5384,-81.3789,Orlando,Florida,0,MLS
New York City,0.522,2020,40.7128,-74.006,New York City,New York,0,MLS
New York Red Bulls,0.391,2020,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Nashville SC[e,0.348,2020,36.1627,-86.7816,Nashville,Tennessee,0,MLS
New England Revolution,0.348,2020,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Montreal Impact,0.348,2020,45.5019,-73.5674,Montreal,Canada,0,MLS
Inter Miami,0.304,2020,25.7617,-80.1918,Miami,Florida,0,MLS
Chicago Fire,0.217,2020,41.8781,-87.6298,Chicago,Illinois,0,MLS
Atlanta United,0.261,2020,33.7488,-84.3877,Atlanta,Georgia,0,MLS
D.C. United,0.217,2020,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
FC Cincinnati,0.174,2020,39.1031,-84.512,Cincinnati,Ohio,0,MLS
Sporting Kansas City,0.571,2020,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Seattle Sounders,0.5,2020,47.6062,-122.3321,Seattle,Washington,0,MLS
Portland Timbers,0.478,2020,45.5152,-122.6784,Portland,Oregon,0,MLS
Minnesota United,0.429,2020,44.9537,-93.09,St. Paul,Minnesota,0,MLS
Colorado Rapids,0.444,2020,39.7392,-104.9903,Denver,Colorado,0,MLS
FC Dallas,0.409,2020,32.7767,-96.797,Dallas,Texas,0,MLS
Los Angeles,0.409,2020,34.0549,-118.2426,Los Angeles,California,0,MLS
San Jose Earthquakes,0.348,2020,37.3387,-121.8853,San Jose,California,0,MLS
Vancouver Whitecaps,0.391,2020,49.2827,-123.1207,Vancouver,Canada,0,MLS
LA Galaxy,0.273,2020,34.0549,-118.2426,Los Angeles,California,0,MLS
Real Salt Lake,0.227,2020,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Houston Dynamo,0.174,2020,29.7604,-95.3698,Houston,Texas,0,MLS
New England Revolution,0.625,2021,42.3601,-71.0589,Boston,Massachusetts,0,MLS
Philadelphia Union,0.5,2021,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
Orlando City,0.429,2021,28.5384,-81.3789,Orlando,Florida,0,MLS
New York City,0.429,2021,40.7128,-74.006,New York City,New York,1,MLS
CF Montréal[a,0.375,2021,45.5019,-73.5674,Montreal,Canada,0,MLS
Columbus Crew,0.429,2021,39.9612,-82.9988,Columbus,Ohio,0,MLS
Nashville,0.286,2021,36.1627,-86.7816,Nashville,Tennessee,0,MLS
Atlanta United,0.286,2021,33.7488,-84.3877,Atlanta,Georgia,0,MLS
New York Red Bulls,0.429,2021,40.7465,-74.1563,Harrison,New Jersey,0,MLS
D.C. United,0.375,2021,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Inter Miami,0.25,2021,25.7617,-80.1918,Miami,Florida,0,MLS
Toronto FC[a,0.143,2021,43.6532,-79.3832,Toronto,Canada,0,MLS
Chicago Fire,0.143,2021,41.8781,-87.6298,Chicago,Illinois,0,MLS
FC Cincinnati,0.167,2021,39.1031,-84.512,Cincinnati,Ohio,0,MLS
Seattle Sounders,0.625,2021,47.6062,-122.3321,Seattle,Washington,0,MLS
Sporting Kansas City,0.625,2021,39.0997,-94.5786,Kansas City,Kansas,0,MLS
LA Galaxy,0.714,2021,34.0549,-118.2426,Los Angeles,California,0,MLS
Colorado Rapids,0.571,2021,39.7392,-104.9903,Denver,Colorado,0,MLS
Houston Dynamo,0.375,2021,29.7604,-95.3698,Houston,Texas,0,MLS
San Jose Earthquakes,0.375,2021,37.3387,-121.8853,San Jose,California,0,MLS
Portland Timbers,0.429,2021,45.5152,-122.6784,Portland,Oregon,0,MLS
Real Salt Lake,0.333,2021,40.7608,-111.891,Salt Lake City,Utah,0,MLS
Los Angeles,0.286,2021,34.0549,-118.2426,Los Angeles,California,0,MLS
Vancouver Whitecaps FC[a,0.286,2021,49.2827,-123.1207,Vancouver,Canada,0,MLS
Austin,0.286,2021,30.2672,-97.7431,Austin,Texas,0,MLS
Minnesota United,0.286,2021,44.9537,-93.09,St. Paul,Minnesota,0,MLS
FC Dallas,0.143,2021,32.7767,-96.797,Dallas,Texas,0,MLS
Atlanta United,0.294,2022,33.7488,-84.3877,Atlanta,Georgia,0,MLS
Austin,0.471,2022,30.2672,-97.7431,Austin,Texas,0,MLS
Charlotte,0.382,2022,35.2271,-80.8431,Charlotte,North Carolina,0,MLS
Chicago Fire,0.294,2022,41.8781,-87.6298,Chicago,Illinois,0,MLS
FC Cincinnati,0.353,2022,39.1031,-84.512,Cincinnati,Ohio,0,MLS
Colorado Rapids,0.324,2022,39.7392,-104.9903,Denver,Colorado,0,MLS
Columbus Crew,0.294,2022,39.9612,-82.9988,Columbus,Ohio,0,MLS
FC Dallas,0.412,2022,32.7767,-96.797,Dallas,Texas,0,MLS
D.C. United,0.206,2022,38.9072,-77.0369,Washington D.C.,Washington D.C.,0,MLS
Houston Dynamo,0.294,2022,29.7604,-95.3698,Houston,Texas,0,MLS
LA Galaxy,0.412,2022,34.0549,-118.2426,Los Angeles,California,0,MLS
Los Angeles,0.618,2022,34.0549,-118.2426,Los Angeles,California,1,MLS
Minnesota United,0.412,2022,44.9537,-93.09,St. Paul,Minnesota,0,MLS
Inter Miami,0.412,2022,25.7617,-80.1918,Miami,Florida,0,MLS
CF Montreal,0.588,2022,45.5019,-73.5674,Montreal,Canada,0,MLS
Nashville,0.382,2022,36.1627,-86.7816,Nashville,Tennessee,0,MLS
New England Revolution,0.294,2022,42.3601,-71.0589,Boston,Massachusetts,0,MLS
New York City,0.471,2022,40.7128,-74.006,New York City,New York,0,MLS
New York Red Bulls,0.441,2022,40.7465,-74.1563,Harrison,New Jersey,0,MLS
Orlando City,0.412,2022,28.5384,-81.3789,Orlando,Florida,0,MLS
Philadelphia Union,0.559,2022,39.9526,-75.1652,Philadelphia,Pennsylvania,0,MLS
