Tm,W-L%,Year,Latitude,Longitude,City,States,Champion,League
Portland Timbers,0.324,2022,45.5152,-122.6784,Portland,Oregon,0,MLS
Real Salt Lake,0.353,2022,40.7608,-111.891,Salt Lake City,Utah,0,MLS
San Jose Earthquakes,0.235,2022,37.3387,-121.8853,San Jose,California,0,MLS
Seattle Sounders,0.353,2022,47.6062,-122.3321,Seattle,Washington,0,MLS
Sporting Kansas City,0.324,2022,39.0997,-94.5786,Kansas City,Kansas,0,MLS
Toronto,0.265,2022,43.6532,-79.3832,Toronto,Canada,0,MLS
Vancouver Whitecaps,0.353,2022,49.2827,-123.1207,Vancouver,Canada,0,MLS
Montreal Canadiens,0.591,1918,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Arenas,0.591,1918,43.6532,-79.3832,Toronto,Canada,1,NHL
Ottawa Senators,0.409,1918,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Wanderers,0.167,1918,45.5019,-73.5674,Montreal,Canada,0,NHL
Ottawa Senators,0.667,1919,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Canadiens,0.556,1919,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Arenas,0.278,1919,43.6532,-79.3832,Toronto,Canada,0,NHL
Ottawa Senators,0.792,1920,45.4215,-75.6972,Ottawa,Canada,1,NHL
Montreal Canadiens,0.542,1920,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto St. Patricks,0.5,1920,43.6532,-79.3832,Toronto,Canada,0,NHL
Quebec Athletic Club/Bulldogs,0.167,1920,46.8131,-71.2075,Quebec City,Canada,0,NHL
Toronto St. Patricks,0.625,1921,43.6532,-79.3832,Toronto,Canada,0,NHL
Ottawa Senators,0.583,1921,45.4215,-75.6972,Ottawa,Canada,1,NHL
Montreal Canadiens,0.542,1921,45.5019,-73.5674,Montreal,Canada,0,NHL
Hamilton Tigers,0.25,1921,43.2557,-79.8711,Hamilton,Canada,0,NHL
Ottawa Senators,0.583,1922,45.4215,-75.6972,Ottawa,Canada,0,NHL
Toronto St. Patricks,0.542,1922,43.6532,-79.3832,Toronto,Canada,1,NHL
Montreal Canadiens,0.5,1922,45.5019,-73.5674,Montreal,Canada,0,NHL
Hamilton Tigers,0.292,1922,43.2557,-79.8711,Hamilton,Canada,0,NHL
Ottawa Senators,0.583,1923,45.4215,-75.6972,Ottawa,Canada,1,NHL
Montreal Canadiens,0.542,1923,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto St. Patricks,0.542,1923,43.6532,-79.3832,Toronto,Canada,0,NHL
Hamilton Tigers,0.25,1923,43.2557,-79.8711,Hamilton,Canada,0,NHL
Ottawa Senators,0.667,1924,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Canadiens,0.542,1924,45.5019,-73.5674,Montreal,Canada,1,NHL
Toronto St. Patricks,0.417,1924,43.6532,-79.3832,Toronto,Canada,0,NHL
Hamilton Tigers,0.375,1924,43.2557,-79.8711,Hamilton,Canada,0,NHL
Hamilton Tigers,0.633,1925,43.2557,-79.8711,Hamilton,Canada,0,NHL
Toronto St. Patricks,0.633,1925,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Canadiens,0.567,1925,45.5019,-73.5674,Montreal,Canada,0,NHL
Ottawa Senators,0.567,1925,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Maroons,0.3,1925,45.5019,-73.5674,Montreal,Canada,1,NHL
Boston Bruins,0.2,1925,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Ottawa Senators,0.667,1926,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Maroons,0.556,1926,45.5019,-73.5674,Montreal,Canada,1,NHL
Pittsburgh Pirates,0.528,1926,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NHL
Boston Bruins,0.472,1926,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Americans,0.333,1926,40.7128,-74.006,New York City,New York,0,NHL
Toronto St. Patricks,0.333,1926,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Canadiens,0.306,1926,45.5019,-73.5674,Montreal,Canada,0,NHL
Ottawa Senators,0.682,1927,45.4215,-75.6972,Ottawa,Canada,1,NHL
Montreal Canadiens,0.636,1927,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Rangers,0.568,1927,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.477,1927,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Maroons,0.455,1927,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.432,1927,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Americans,0.386,1927,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.341,1927,43.6532,-79.3832,Toronto,Canada,0,NHL
Pittsburgh Pirates,0.341,1927,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NHL
Detroit Cougars,0.273,1927,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.591,1928,45.5019,-73.5674,Montreal,Canada,0,NHL
Montreal Maroons,0.545,1928,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.455,1928,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Ottawa Senators,0.455,1928,45.4215,-75.6972,Ottawa,Canada,0,NHL
New York Rangers,0.432,1928,40.7128,-74.006,New York City,New York,1,NHL
Pittsburgh Pirates,0.432,1928,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NHL
Detroit Cougars,0.432,1928,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.409,1928,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Americans,0.25,1928,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.159,1928,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.5,1929,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.591,1929,42.3601,-71.0589,Boston,Massachusetts,1,NHL
New York Rangers,0.477,1929,40.7128,-74.006,New York City,New York,0,NHL
New York Americans,0.432,1929,40.7128,-74.006,New York City,New York,0,NHL
Detroit Cougars,0.432,1929,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.477,1929,43.6532,-79.3832,Toronto,Canada,0,NHL
Ottawa Senators,0.318,1929,45.4215,-75.6972,Ottawa,Canada,0,NHL
Montreal Maroons,0.341,1929,45.5019,-73.5674,Montreal,Canada,0,NHL
Pittsburgh Pirates,0.205,1929,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NHL
Chicago Black Hawks,0.159,1929,41.8781,-87.6298,Chicago,Illinois,0,NHL
Boston Bruins,0.864,1930,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Canadiens,0.477,1930,45.5019,-73.5674,Montreal,Canada,1,NHL
Montreal Maroons,0.523,1930,45.5019,-73.5674,Montreal,Canada,0,NHL
Ottawa Senators,0.477,1930,45.4215,-75.6972,Ottawa,Canada,0,NHL
Chicago Black Hawks,0.477,1930,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.386,1930,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.386,1930,43.6532,-79.3832,Toronto,Canada,0,NHL
Detroit Cougars,0.318,1930,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Americans,0.318,1930,40.7128,-74.006,New York City,New York,0,NHL
Pittsburgh Pirates,0.114,1930,40.4406,-79.9959,Pittsburgh,Pennsylvania,0,NHL
Boston Bruins,0.636,1931,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Canadiens,0.591,1931,45.5019,-73.5674,Montreal,Canada,1,NHL
Toronto Maple Leafs,0.5,1931,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.545,1931,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.432,1931,40.7128,-74.006,New York City,New York,0,NHL
Montreal Maroons,0.455,1931,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Americans,0.409,1931,40.7128,-74.006,New York City,New York,0,NHL
Detroit Falcons,0.364,1931,42.3314,-83.0458,Detroit,Michigan,0,NHL
Ottawa Senators,0.227,1931,45.4215,-75.6972,Ottawa,Canada,0,NHL
Philadelphia Quakers,0.091,1931,39.9526,-75.1652,Philadelphia,Pennsylvania,0,NHL
Montreal Canadiens,0.521,1932,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Rangers,0.479,1932,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.479,1932,43.6532,-79.3832,Toronto,Canada,1,NHL
Chicago Black Hawks,0.375,1932,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Falcons,0.375,1932,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Maroons,0.396,1932,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.312,1932,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Americans,0.333,1932,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.521,1933,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Detroit Red Wings,0.521,1933,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.479,1933,40.7128,-74.006,New York City,New York,1,NHL
Toronto Maple Leafs,0.5,1933,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Maroons,0.458,1933,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.333,1933,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.375,1933,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Americans,0.312,1933,40.7128,-74.006,New York City,New York,0,NHL
Ottawa Senators,0.229,1933,45.4215,-75.6972,Ottawa,Canada,0,NHL
Toronto Maple Leafs,0.542,1934,43.6532,-79.3832,Toronto,Canada,0,NHL
Detroit Red Wings,0.5,1934,42.3314,-83.0458,Detroit,Michigan,0,NHL
Chicago Black Hawks,0.417,1934,41.8781,-87.6298,Chicago,Illinois,1,NHL
Montreal Canadiens,0.458,1934,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Rangers,0.438,1934,40.7128,-74.006,New York City,New York,0,NHL
Montreal Maroons,0.396,1934,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.375,1934,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Americans,0.312,1934,40.7128,-74.006,New York City,New York,0,NHL
Ottawa Senators,0.271,1934,45.4215,-75.6972,Ottawa,Canada,0,NHL
Toronto Maple Leafs,0.625,1935,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.542,1935,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.542,1935,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Maroons,0.5,1935,45.5019,-73.5674,Montreal,Canada,1,NHL
New York Rangers,0.458,1935,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.396,1935,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.396,1935,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Americans,0.25,1935,40.7128,-74.006,New York City,New York,0,NHL
St. Louis Eagles,0.229,1935,38.627,-90.1994,St. Louis,Missouri,0,NHL
Detroit Red Wings,0.5,1936,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Maroons,0.458,1936,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.479,1936,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.458,1936,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.438,1936,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.396,1936,40.7128,-74.006,New York City,New York,0,NHL
New York Americans,0.333,1936,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.229,1936,45.5019,-73.5674,Montreal,Canada,0,NHL
Detroit Red Wings,0.521,1937,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Canadiens,0.5,1937,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.479,1937,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Maroons,0.458,1937,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.458,1937,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Rangers,0.396,1937,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.292,1937,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Americans,0.312,1937,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.625,1938,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.562,1938,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.5,1938,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Canadiens,0.375,1938,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Americans,0.396,1938,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.292,1938,41.8781,-87.6298,Chicago,Illinois,1,NHL
Detroit Red Wings,0.25,1938,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Maroons,0.25,1938,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.75,1939,42.3601,-71.0589,Boston,Massachusetts,1,NHL
New York Rangers,0.542,1939,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.396,1939,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Americans,0.354,1939,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.375,1939,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.312,1939,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.25,1939,41.8781,-87.6298,Chicago,Illinois,0,NHL
Boston Bruins,0.646,1940,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.562,1940,40.7128,-74.006,New York City,New York,1,NHL
Toronto Maple Leafs,0.521,1940,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.479,1940,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.333,1940,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Americans,0.312,1940,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.208,1940,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.562,1941,42.3601,-71.0589,Boston,Massachusetts,1,NHL
Toronto Maple Leafs,0.583,1941,43.6532,-79.3832,Toronto,Canada,0,NHL
Detroit Red Wings,0.438,1941,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.438,1941,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.333,1941,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.333,1941,45.5019,-73.5674,Montreal,Canada,0,NHL
New York Americans,0.167,1941,40.7128,-74.006,New York City,New York,0,NHL
New York Rangers,0.604,1942,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.562,1942,43.6532,-79.3832,Toronto,Canada,1,NHL
Boston Bruins,0.521,1942,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.458,1942,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.396,1942,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.375,1942,45.5019,-73.5674,Montreal,Canada,0,NHL
Brooklyn Americans,0.333,1942,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.5,1943,42.3314,-83.0458,Detroit,Michigan,1,NHL
Boston Bruins,0.48,1943,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Toronto Maple Leafs,0.44,1943,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Canadiens,0.38,1943,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.34,1943,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.22,1943,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.76,1944,45.5019,-73.5674,Montreal,Canada,1,NHL
Detroit Red Wings,0.52,1944,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.46,1944,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.44,1944,41.8781,-87.6298,Chicago,Illinois,0,NHL
Boston Bruins,0.38,1944,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.12,1944,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.76,1945,45.5019,-73.5674,Montreal,Canada,0,NHL
Detroit Red Wings,0.62,1945,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.48,1945,43.6532,-79.3832,Toronto,Canada,1,NHL
Boston Bruins,0.32,1945,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.26,1945,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.22,1945,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.56,1946,45.5019,-73.5674,Montreal,Canada,1,NHL
Boston Bruins,0.48,1946,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.46,1946,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.4,1946,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.38,1946,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Rangers,0.26,1946,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.567,1947,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.517,1947,43.6532,-79.3832,Toronto,Canada,1,NHL
Boston Bruins,0.433,1947,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Detroit Red Wings,0.367,1947,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.367,1947,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.317,1947,41.8781,-87.6298,Chicago,Illinois,0,NHL
Toronto Maple Leafs,0.533,1948,43.6532,-79.3832,Toronto,Canada,1,NHL
Detroit Red Wings,0.5,1948,42.3314,-83.0458,Detroit,Michigan,0,NHL
Boston Bruins,0.383,1948,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.35,1948,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.333,1948,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.333,1948,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.567,1949,42.3314,-83.0458,Detroit,Michigan,0,NHL
Boston Bruins,0.483,1949,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Canadiens,0.467,1949,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.367,1949,43.6532,-79.3832,Toronto,Canada,1,NHL
Chicago Black Hawks,0.35,1949,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.3,1949,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.529,1950,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Canadiens,0.414,1950,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.443,1950,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Rangers,0.4,1950,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.314,1950,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.314,1950,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.629,1951,42.3314,-83.0458,Detroit,Michigan,0,NHL
Toronto Maple Leafs,0.586,1951,43.6532,-79.3832,Toronto,Canada,1,NHL
Montreal Canadiens,0.357,1951,45.5019,-73.5674,Montreal,Canada,0,NHL
Boston Bruins,0.314,1951,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.286,1951,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.186,1951,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.629,1952,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Canadiens,0.486,1952,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.414,1952,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.357,1952,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.329,1952,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.243,1952,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.514,1953,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.4,1953,45.5019,-73.5674,Montreal,Canada,1,NHL
Boston Bruins,0.4,1953,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.386,1953,41.8781,-87.6298,Chicago,Illinois,0,NHL
Toronto Maple Leafs,0.386,1953,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Rangers,0.243,1953,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.529,1954,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Canadiens,0.5,1954,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.457,1954,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.457,1954,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.414,1954,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.171,1954,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.6,1955,42.3314,-83.0458,Detroit,Michigan,1,NHL
Montreal Canadiens,0.586,1955,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.343,1955,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.329,1955,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.243,1955,40.7128,-74.006,New York City,New York,0,NHL
Chicago Black Hawks,0.186,1955,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.643,1956,45.5019,-73.5674,Montreal,Canada,1,NHL
Detroit Red Wings,0.429,1956,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.457,1956,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.343,1956,43.6532,-79.3832,Toronto,Canada,0,NHL
Boston Bruins,0.329,1956,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.271,1956,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.543,1957,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.5,1957,45.5019,-73.5674,Montreal,Canada,1,NHL
Boston Bruins,0.486,1957,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.371,1957,40.7128,-74.006,New York City,New York,0,NHL
Toronto Maple Leafs,0.3,1957,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.229,1957,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.614,1958,45.5019,-73.5674,Montreal,Canada,1,NHL
New York Rangers,0.457,1958,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.414,1958,42.3314,-83.0458,Detroit,Michigan,0,NHL
Boston Bruins,0.386,1958,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.343,1958,41.8781,-87.6298,Chicago,Illinois,0,NHL
Toronto Maple Leafs,0.3,1958,43.6532,-79.3832,Toronto,Canada,0,NHL
Montreal Canadiens,0.557,1959,45.5019,-73.5674,Montreal,Canada,1,NHL
Boston Bruins,0.457,1959,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Chicago Black Hawks,0.4,1959,41.8781,-87.6298,Chicago,Illinois,0,NHL
Toronto Maple Leafs,0.386,1959,43.6532,-79.3832,Toronto,Canada,0,NHL
New York Rangers,0.371,1959,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.357,1959,42.3314,-83.0458,Detroit,Michigan,0,NHL
Montreal Canadiens,0.571,1960,45.5019,-73.5674,Montreal,Canada,1,NHL
Toronto Maple Leafs,0.5,1960,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.4,1960,41.8781,-87.6298,Chicago,Illinois,0,NHL
Detroit Red Wings,0.371,1960,42.3314,-83.0458,Detroit,Michigan,0,NHL
Boston Bruins,0.4,1960,42.3601,-71.0589,Boston,Massachusetts,0,NHL
New York Rangers,0.243,1960,40.7128,-74.006,New York City,New York,0,NHL
Montreal Canadiens,0.586,1961,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.557,1961,43.6532,-79.3832,Toronto,Canada,0,NHL
Chicago Black Hawks,0.414,1961,41.8781,-87.6298,Chicago,Illinois,1,NHL
Detroit Red Wings,0.357,1961,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.314,1961,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.214,1961,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Canadiens,0.6,1962,45.5019,-73.5674,Montreal,Canada,0,NHL
Toronto Maple Leafs,0.529,1962,43.6532,-79.3832,Toronto,Canada,1,NHL
Chicago Black Hawks,0.443,1962,41.8781,-87.6298,Chicago,Illinois,0,NHL
New York Rangers,0.371,1962,40.7128,-74.006,New York City,New York,0,NHL
Detroit Red Wings,0.329,1962,42.3314,-83.0458,Detroit,Michigan,0,NHL
Boston Bruins,0.214,1962,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Toronto Maple Leafs,0.5,1963,43.6532,-79.3832,Toronto,Canada,1,NHL
Chicago Black Hawks,0.457,1963,41.8781,-87.6298,Chicago,Illinois,0,NHL
Montreal Canadiens,0.4,1963,45.5019,-73.5674,Montreal,Canada,0,NHL
Detroit Red Wings,0.457,1963,42.3314,-83.0458,Detroit,Michigan,0,NHL
New York Rangers,0.314,1963,40.7128,-74.006,New York City,New York,0,NHL
Boston Bruins,0.2,1963,42.3601,-71.0589,Boston,Massachusetts,0,NHL
Montreal Canadiens,0.514,1964,45.5019,-73.5674,Montreal,Canada,0,NHL
Chicago Black Hawks,0.514,1964,41.8781,-87.6298,Chicago,Illinois,0,NHL
Toronto Maple Leafs,0.471,1964,43.6532,-79.3832,Toronto,Canada,1,NHL
